model_id_1,model_id_2,queries,official_internal_bv,candidate_internal_bv,official_root_bv,candidate_primitive_root_bv,official_total_rss,candidate_total_rss,official_triangles,candidate_triangles,distance_filter_skips,containment_filter_checks,containment_filter_skips,axis_filter_checks,axis_filter_skips,official_fp,official_fn,candidate_fp,candidate_fn
12,37,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
13,2,4640,0,0,4640,4783,4640,4783,0,0,292177,0,0,292386,292177,0,0,0,0
13,3,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
13,4,4640,0,0,4640,5936,4640,5936,0,0,291024,0,0,292344,291024,0,0,0,0
13,5,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
13,15,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
13,16,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
13,17,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
13,18,4621,0,13,4621,4893,4621,4906,0,0,290862,0,0,291355,290862,0,0,0,0
13,19,4621,104,738,4621,5921,4725,6659,0,0,290551,0,0,301402,290551,0,0,0,0
13,20,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
13,21,4206,0,0,4206,4206,4206,4206,0,0,29442,0,0,29442,29442,0,0,0,0
13,26,1317,0,0,1317,1489,1317,1489,0,0,9047,0,0,9269,9047,0,0,0,0
13,37,4114,0,0,4114,4121,4114,4121,0,0,28791,0,0,28798,28791,0,0,0,0
14,2,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
14,3,4640,0,0,4640,4640,4640,4640,0,0,292320,0,0,292320,292320,0,0,0,0
14,4,4640,0,0,4640,4679,4640,4679,0,0,292281,0,0,292348,292281,0,0,0,0
14,5,4640,0,802,4640,6836,4640,7638,0,0,290600,0,0,302305,290600,0,0,0,0
14,16,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
